Date Time,Open,High,Low,Close,Volume
2016/1/4 9:35,7615.5139,7619.6927,7605.3958,7619.6927,10000
2016/1/4 9:40,7620.0493,7624.1008,7568.3259,7568.3259,10000
2016/1/4 9:45,7567.1599,7567.1599,7547.0673,7561.6158,10000
2016/1/4 9:50,7561.7375,7563.035,7485.5217,7485.5217,10000
2016/1/4 9:55,7485.1191,7508.2688,7484.2661,7508.2688,10000
2016/1/4 10:00,7508.5872,7511.3783,7494.3939,7501.561,10000
2016/1/4 10:05,7502.6442,7505.7092,7444.1112,7444.1112,10000
2016/1/4 10:10,7442.8537,7442.8537,7332.55,7332.55,10000
2016/1/4 10:15,7330.832,7330.832,7232.1843,7232.1843,10000
2016/1/4 10:20,7232.0903,7308.1093,7228.335,7308.1093,10000
2016/1/4 10:25,7311.2308,7324.8269,7286.4422,7287.7731,10000
2016/1/4 10:30,7288.3933,7324.7243,7288.3933,7321.6749,10000
2016/1/4 10:35,7320.7573,7320.7573,7303.5543,7315.5456,10000
2016/1/4 10:40,7316.408,7351.9463,7316.408,7350.3732,10000
2016/1/4 10:45,7349.6963,7349.6963,7325.88,7326.3453,10000
2016/1/4 10:50,7325.6911,7327.3169,7301.8882,7301.8882,10000
2016/1/4 10:55,7301.9331,7305.0581,7299.464,7304.4436,10000
2016/1/4 11:00,7304.8647,7328.7151,7304.8175,7328.7151,10000
2016/1/4 11:05,7328.1157,7329.1358,7309.501,7309.9131,10000
2016/1/4 11:10,7310.2598,7310.5623,7286.7245,7286.7245,10000
2016/1/4 11:15,7284.4925,7284.4925,7238.1394,7238.8772,10000
2016/1/4 11:20,7238.8595,7267.419,7238.8595,7267.419,10000
2016/1/4 11:25,7267.6401,7270.1543,7262.6809,7262.7545,10000
2016/1/4 11:30,7262.7655,7263.2854,7239.4973,7239.4973,10000
2016/1/4 13:05,7239.3693,7239.3693,7193.0285,7194.112,10000
2016/1/4 13:10,7193.859,7195.7292,7169.142,7169.142,10000
2016/1/4 13:15,7167.8467,7167.8467,7129.0332,7129.3201,10000
2016/1/4 13:20,7129.3201,7129.3201,7129.3201,7129.3201,10000
2016/1/4 13:25,7129.3201,7129.3201,7129.3201,7129.3201,10000
2016/1/4 13:30,7129.3201,7129.3201,7082.2219,7082.2219,10000
2016/1/4 13:35,7078.4352,7078.4352,6983.8803,6987.7309,10000
2016/1/4 13:40,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 13:45,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 13:50,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 13:55,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:00,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:05,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:10,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:15,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:20,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:25,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:30,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:35,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:40,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:45,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:50,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 14:55,6987.7309,6987.7309,6987.7309,6987.7309,10000
2016/1/4 15:00,6987.7309,6987.7309,6983.2854,6983.4044,10000
2016/1/5 9:35,6663.7264,6837.1467,6663.7264,6837.1467,10000
2016/1/5 9:40,6841.4063,6896.4781,6841.4063,6848.6518,10000
2016/1/5 9:45,6847.782,6872.1626,6821.4979,6872.1626,10000
2016/1/5 9:50,6874.3628,6998.2539,6874.3628,6998.2539,10000
2016/1/5 9:55,6999.5229,7017.6118,6944.4128,6944.4128,10000
2016/1/5 10:00,6943.4488,6974.0453,6938.6171,6972.3848,10000
2016/1/5 10:05,6971.3126,6971.3126,6861.8145,6866.7984,10000
2016/1/5 10:10,6869.1232,6907.1121,6869.1232,6886.4535,10000
2016/1/5 10:15,6887.0047,6947.5038,6886.0875,6947.5038,10000
2016/1/5 10:20,6948.0515,6952.5085,6916.1105,6916.1105,10000
2016/1/5 10:25,6915.8454,6932.1517,6913.6014,6931.2201,10000
2016/1/5 10:30,6931.0884,6937.2475,6926.8282,6937.2475,10000
2016/1/5 10:35,6937.63,6980.9903,6937.63,6976.5472,10000
2016/1/5 10:40,6975.7917,6975.7917,6957.7114,6957.7114,10000
2016/1/5 10:45,6958.1124,6958.1124,6935.067,6935.067,10000
2016/1/5 10:50,6935.5464,6954.3939,6932.8364,6954.3939,10000
2016/1/5 10:55,6954.6632,6963.5894,6954.6632,6963.3485,10000
2016/1/5 11:00,6963.4104,6979.0447,6963.4104,6979.0447,10000
2016/1/5 11:05,6979.1641,7020.3351,6979.1641,7020.3351,10000
2016/1/5 11:10,7020.5409,7020.5409,6996.8615,6998.7138,10000
2016/1/5 11:15,6998.8313,7000.7963,6998.6622,6998.9652,10000
2016/1/5 11:20,6999.226,6999.562,6967.6053,6967.6053,10000
2016/1/5 11:25,6967.4477,6976.4984,6964.3413,6975.9798,10000
2016/1/5 11:30,6976.2203,6978.8171,6975.2682,6975.6591,10000
2016/1/5 13:05,6975.6854,6986.1915,6975.6854,6981.6424,10000
2016/1/5 13:10,6981.5791,6981.5791,6954.3822,6954.3822,10000
2016/1/5 13:15,6953.908,6953.908,6927.1645,6927.1645,10000
2016/1/5 13:20,6925.1462,6925.1462,6879.1737,6879.2628,10000
2016/1/5 13:25,6879.768,6913.6417,6879.768,6900.8913,10000
2016/1/5 13:30,6900.4787,6900.4787,6802.0879,6802.0879,10000
2016/1/5 13:35,6799.9198,6823.8493,6776.7212,6823.8493,10000
2016/1/5 13:40,6824.928,6843.1461,6802.5238,6802.5238,10000
2016/1/5 13:45,6802.475,6862.2446,6801.4306,6862.2446,10000
2016/1/5 13:50,6862.6782,6863.6126,6838.2737,6841.2721,10000
2016/1/5 13:55,6842.2106,6844.1809,6780.7898,6780.7898,10000
2016/1/5 14:00,6780.1096,6812.2294,6772.401,6812.2294,10000
2016/1/5 14:05,6812.8603,6815.7874,6794.7467,6794.7467,10000
2016/1/5 14:10,6794.413,6794.413,6760.4008,6760.4008,10000
2016/1/5 14:15,6760.1174,6760.1174,6627.6416,6627.8926,10000
2016/1/5 14:20,6629.3734,6725.8457,6629.3734,6719.0876,10000
2016/1/5 14:25,6716.4895,6730.696,6686.5973,6730.696,10000
2016/1/5 14:30,6733.8767,6795.1765,6733.8767,6781.423,10000
2016/1/5 14:35,6780.7186,6789.0422,6770.1571,6789.0422,10000
2016/1/5 14:40,6790.4105,6891.9013,6790.4105,6891.9013,10000
2016/1/5 14:45,6892.841,6893.9648,6848.1313,6848.2995,10000
2016/1/5 14:50,6848.5294,6883.3469,6848.5294,6882.6204,10000
2016/1/5 14:55,6882.5107,6882.5967,6863.4722,6866.2462,10000
2016/1/5 15:00,6866.9506,6891.6925,6866.3046,6889.7414,10000
2016/1/6 9:35,6916.5318,6946,6916.5318,6933.2617,10000
2016/1/6 9:40,6934.7388,6973.2273,6934.7388,6961.8014,10000
2016/1/6 9:45,6961.6237,6970.2369,6949.9826,6949.9826,10000
2016/1/6 9:50,6948.3179,6955.2541,6933.0989,6955.2541,10000
2016/1/6 9:55,6955.4437,6963.0879,6955.4437,6959.7115,10000
2016/1/6 10:00,6960.0777,6998.7568,6960.0777,6990.6742,10000
2016/1/6 10:05,6990.3179,6990.3179,6980.7988,6984.168,10000
2016/1/6 10:10,6984.4251,6985.0803,6951.3475,6951.5258,10000
2016/1/6 10:15,6951.5323,6964.5799,6950.8752,6960.5811,10000
2016/1/6 10:20,6960.1224,6971.4133,6958.3885,6971.4133,10000
2016/1/6 10:25,6971.3285,6975.0682,6971.0943,6975.0682,10000
2016/1/6 10:30,6975.1078,6975.1962,6941.0674,6941.0674,10000
2016/1/6 10:35,6940.3591,6950.8083,6938.0718,6950.1177,10000
2016/1/6 10:40,6950.3592,6950.3592,6888.6406,6888.6406,10000
2016/1/6 10:45,6887.9071,6915.8012,6886.3514,6908.9545,10000
2016/1/6 10:50,6908.383,6916.0925,6899.4867,6916.0925,10000
2016/1/6 10:55,6916.2956,6919.9604,6895.0847,6895.0847,10000
2016/1/6 11:00,6894.8139,6894.8139,6878.8814,6886.5849,10000
2016/1/6 11:05,6887.8967,6911.61,6887.8967,6909.8001,10000
2016/1/6 11:10,6909.7593,6929.5357,6909.3552,6929.5357,10000
2016/1/6 11:15,6929.8423,6931.6813,6922.8672,6929.3953,10000
2016/1/6 11:20,6929.3691,6951.3024,6929.3691,6949.7313,10000
2016/1/6 11:25,6949.773,6949.773,6938.9699,6939.8845,10000
2016/1/6 11:30,6939.6776,6940.9729,6936.9668,6938.7113,10000
