2014-04-09	2100.6510	2108.7500	2095.6400	2105.2370
2014-04-10	2105.8760	2146.6700	2098.0790	2134.3000
2014-04-11	2130.3680	2138.6510	2120.1790	2130.5420
2014-04-14	2127.4090	2134.4340	2116.6100	2131.5390
2014-04-15	2125.9020	2125.9020	2098.1500	2101.6010
2014-04-16	2097.2130	2112.0500	2092.1570	2105.1220
2014-04-17	2108.9470	2110.7160	2095.7140	2098.8850
2014-04-18	2091.4800	2099.6370	2081.1850	2097.7480
2014-04-21	2085.9800	2103.0780	2065.2340	2065.8260
2014-04-22	2062.7870	2073.6630	2047.3320	2072.8310
